id_venta,producto,precio,cantidad,fecha_venta,categoria
86,Cortinas,$36.75,12,23/02/2024,Decoración
92,Cuadro decorativo,$35.48,3,23/02/2024,Decoración
199,Lámpara de mesa,$31.24,1,23/02/2024,Decoración
269,Lámpara de mesa,$66.48,1,23/02/2024,Decoración
752,Cuadro decorativo,$110.51,11,23/02/2024,Decoración
1323,Microondas,$52.26,8,23/02/2024,Electrodomésticos
2419,Proyector,$52.52,3,23/02/2024,Electrónica
2503,Smartphone,$32.58,9,23/02/2024,Electrónica
2541,Parlantes Bluetooth,$26.71,12,23/02/2024,Electrónica
2587,Cámara digital,$61.40,7,23/02/2024,Electrónica
365,Alfombra,$58.82,9,24/02/2024,Decoración
577,Elementos de cerámica,$60.17,7,24/02/2024,Decoración
929,Lámpara de mesa,$48.58,11,24/02/2024,Decoración
930,Adorno de pared,$75.13,6,24/02/2024,Decoración
1182,Cafetera,$113.84,2,24/02/2024,Electrodomésticos
1558,Cafetera,$68.89,6,24/02/2024,Electrodomésticos
1817,Horno eléctrico,$31.50,4,24/02/2024,Electrodomésticos
2058,SmartWatch,$35.41,3,24/02/2024,Electrónica
2768,SmartWatch,$29.39,11,24/02/2024,Electrónica
2816,Laptop,$29.49,8,24/02/2024,Electrónica
2943,Smartphone,$28.64,2,24/02/2024,Electrónica
1703,Microondas,$91.81,9,25/02/2024,Electrodomésticos
1852,Cafetera,$76.00,7,25/02/2024,Electrodomésticos
2175,Auriculares,$117.03,6,25/02/2024,Electrónica
2232,Televisor,$70.17,7,25/02/2024,Electrónica
2269,Proyector,$74.59,4,25/02/2024,Electrónica
2398,SmartWatch,$47.21,1,25/02/2024,Electrónica
332,Cuadro decorativo,$124.20,10,26/02/2024,Decoración
581,Lámpara de mesa,$106.58,3,26/02/2024,Decoración
697,Elementos de cerámica,$67.37,2,26/02/2024,Decoración
1740,Plancha de vapor,$45.37,6,26/02/2024,Electrodomésticos
2319,Proyector,$65.89,4,26/02/2024,Electrónica
2551,Parlantes Bluetooth,$62.77,6,26/02/2024,Electrónica
2,Cuadro decorativo,$106.12,3,27/02/2024,Decoración
171,Lámpara de mesa,$62.47,6,27/02/2024,Decoración
239,Lámpara de mesa,$46.25,12,27/02/2024,Decoración
1095,Lavadora,$67.17,9,27/02/2024,Electrodomésticos
1138,Cafetera,$92.62,8,27/02/2024,Electrodomésticos
1835,Lavadora,$46.18,10,27/02/2024,Electrodomésticos
1988,Cafetera,$49.32,3,27/02/2024,Electrodomésticos
2594,Tablet,$82.71,7,27/02/2024,Electrónica
2810,Consola de videojuegos,$31.09,1,27/02/2024,Electrónica
2964,Tablet,$99.82,8,27/02/2024,Electrónica
95,Alfombra,$87.85,2,28/02/2024,Decoración
150,Adorno de pared,$27.92,5,28/02/2024,Decoración
702,Cuadro decorativo,$112.56,9,28/02/2024,Decoración
1136,Secadora,$41.84,8,28/02/2024,Electrodomésticos
1272,Cafetera,$100.92,1,28/02/2024,Electrodomésticos
1410,Plancha de vapor,$122.77,10,28/02/2024,Electrodomésticos
1669,Batidora,$69.74,8,28/02/2024,Electrodomésticos
1793,Microondas,$108.34,12,28/02/2024,Electrodomésticos
1839,Batidora,$63.50,3,28/02/2024,Electrodomésticos
2110,Consola de videojuegos,$81.69,4,28/02/2024,Electrónica
2695,Auriculares,$104.59,9,28/02/2024,Electrónica
2697,Cámara digital,$117.71,2,28/02/2024,Electrónica
79,Lámpara de mesa,$119.69,10,29/02/2024,Decoración
734,Jarrón decorativo,$108.99,6,29/02/2024,Decoración
822,Cuadro decorativo,$34.33,11,29/02/2024,Decoración
1569,Batidora,$122.02,12,29/02/2024,Electrodomésticos
1570,Plancha de vapor,$114.48,4,29/02/2024,Electrodomésticos
1984,Aspiradora,$88.95,11,29/02/2024,Electrodomésticos
2104,Tablet,$78.87,5,29/02/2024,Electrónica
2223,Smartphone,$116.89,6,29/02/2024,Electrónica
661,Lámpara de mesa,$85.58,11,01/03/2024,Decoración
1189,Batidora,$82.18,6,01/03/2024,Electrodomésticos
1263,Microondas,$54.11,7,01/03/2024,Electrodomésticos
2699,Proyector,$66.66,6,01/03/2024,Electrónica
337,Elementos de cerámica,$92.88,10,02/03/2024,Decoración
396,Cortinas,$39.63,2,02/03/2024,Decoración
454,Jarrón decorativo,$80.34,7,02/03/2024,Decoración
868,Rincón de plantas,$85.49,2,02/03/2024,Decoración
1089,Batidora,$61.72,8,02/03/2024,Electrodomésticos
2322,Televisor,$81.31,9,02/03/2024,Electrónica
2572,Televisor,$123.48,7,02/03/2024,Electrónica
2777,Cámara digital,$31.52,8,02/03/2024,Electrónica
8,Rincón de plantas,$70.24,7,03/03/2024,Decoración
356,Cortinas,$122.97,5,03/03/2024,Decoración
403,Espejo decorativo,$64.37,1,03/03/2024,Decoración
760,Adorno de pared,$77.65,1,03/03/2024,Decoración
985,Alfombra,$118.35,3,03/03/2024,Decoración
2975,Auriculares,$55.20,10,03/03/2024,Electrónica
186,Cortinas,$108.74,3,04/03/2024,Decoración
954,Jarrón decorativo,$112.06,1,04/03/2024,Decoración
1622,Cafetera,$38.44,7,04/03/2024,Electrodomésticos
1646,Secadora,$33.89,7,04/03/2024,Electrodomésticos
1761,Freidora eléctrica,$109.97,7,04/03/2024,Electrodomésticos
1812,Cafetera,$106.32,1,04/03/2024,Electrodomésticos
2489,Proyector,$77.06,1,04/03/2024,Electrónica
140,Adorno de pared,$44.91,1,05/03/2024,Decoración
324,Jarrón decorativo,$57.23,5,05/03/2024,Decoración
774,Jarrón decorativo,$115.58,12,05/03/2024,Decoración
1085,Lavadora,$108.53,10,05/03/2024,Electrodomésticos
1736,Secadora,$59.04,11,05/03/2024,Electrodomésticos
1741,Freidora eléctrica,$67.75,2,05/03/2024,Electrodomésticos
1743,Microondas,$81.63,6,05/03/2024,Electrodomésticos
2063,Smartphone,$124.01,12,05/03/2024,Electrónica
2102,Televisor,$33.14,1,05/03/2024,Electrónica
781,Lámpara de mesa,$115.77,11,06/03/2024,Decoración
1686,Secadora,$59.33,8,06/03/2024,Electrodomésticos
2099,Proyector,$40.99,2,06/03/2024,Electrónica
2388,SmartWatch,$100.57,9,06/03/2024,Electrónica
2498,SmartWatch,$100.96,10,06/03/2024,Electrónica
2942,Televisor,$119.68,2,06/03/2024,Electrónica
612,Cuadro decorativo,$45.04,10,07/03/2024,Decoración
635,Alfombra,$44.66,7,07/03/2024,Decoración
879,Lámpara de mesa,$34.26,11,07/03/2024,Decoración
1027,Horno eléctrico,$70.09,1,07/03/2024,Electrodomésticos
1052,Cafetera,$39.31,11,07/03/2024,Electrodomésticos
1982,Cafetera,$117.43,8,07/03/2024,Electrodomésticos
2270,Consola de videojuegos,$117.47,8,07/03/2024,Electrónica
2550,Consola de videojuegos,$118.87,6,07/03/2024,Electrónica
23,Espejo decorativo,$70.36,5,08/03/2024,Decoración
336,Cortinas,$84.55,5,08/03/2024,Decoración
348,Rincón de plantas,$46.49,1,08/03/2024,Decoración
435,Alfombra,$97.14,1,08/03/2024,Decoración
1229,Batidora,$29.86,4,08/03/2024,Electrodomésticos
1434,Aspiradora,$60.42,11,08/03/2024,Electrodomésticos
1557,Horno eléctrico,$53.29,12,08/03/2024,Electrodomésticos
1879,Batidora,$65.59,9,08/03/2024,Electrodomésticos
2233,Smartphone,$37.11,3,08/03/2024,Electrónica
156,Cortinas,$39.67,2,09/03/2024,Decoración
470,Adorno de pared,$34.68,5,09/03/2024,Decoración
685,Alfombra,$102.81,9,09/03/2024,Decoración
805,Alfombra,$48.99,8,09/03/2024,Decoración
1369,Batidora,$48.80,11,09/03/2024,Electrodomésticos
1513,Microondas,$69.57,1,09/03/2024,Electrodomésticos
1844,Aspiradora,$86.29,12,09/03/2024,Electrodomésticos
2002,Televisor,$68.99,10,09/03/2024,Electrónica
2664,Tablet,$54.19,3,09/03/2024,Electrónica
2684,Auriculares,$79.29,6,09/03/2024,Electrónica
2694,Auriculares,$51.71,3,09/03/2024,Electrónica
2826,Laptop,$39.13,8,09/03/2024,Electrónica
2983,Smartphone,$118.60,11,09/03/2024,Electrónica
74,Jarrón decorativo,$51.08,11,10/03/2024,Decoración
161,Lámpara de mesa,$96.41,11,10/03/2024,Decoración
967,Elementos de cerámica,$29.05,10,10/03/2024,Decoración
978,Rincón de plantas,$32.05,4,10/03/2024,Decoración
1169,Batidora,$85.59,5,10/03/2024,Electrodomésticos
1219,Batidora,$49.37,9,10/03/2024,Electrodomésticos
1330,Plancha de vapor,$28.85,11,10/03/2024,Electrodomésticos
1742,Cafetera,$96.84,11,10/03/2024,Electrodomésticos
1751,Freidora eléctrica,$77.13,4,10/03/2024,Electrodomésticos
1860,Plancha de vapor,$102.60,12,10/03/2024,Electrodomésticos
2944,Auriculares,$55.17,4,10/03/2024,Electrónica
91,Lámpara de mesa,$89.87,12,11/03/2024,Decoración
615,Alfombra,$65.09,5,11/03/2024,Decoración
1240,Plancha de vapor,$40.78,12,11/03/2024,Electrodomésticos
1311,Freidora eléctrica,$61.53,11,11/03/2024,Electrodomésticos
1707,Horno eléctrico,$59.05,8,11/03/2024,Electrodomésticos
1934,Aspiradora,$42.94,2,11/03/2024,Electrodomésticos
2436,Laptop,$43.34,8,11/03/2024,Electrónica
693,Espejo decorativo,$85.04,9,12/03/2024,Decoración
849,Lámpara de mesa,$46.89,2,12/03/2024,Decoración
887,Elementos de cerámica,$41.55,3,12/03/2024,Decoración
1042,Heladera,$121.85,10,12/03/2024,Electrodomésticos
1248,Cafetera,$30.70,5,12/03/2024,Electrodomésticos
1305,Lavadora,$114.72,9,12/03/2024,Electrodomésticos
2282,Televisor,$31.80,10,12/03/2024,Electrónica
2519,Proyector,$76.15,11,12/03/2024,Electrónica
543,Espejo decorativo,$79.98,10,13/03/2024,Decoración
623,Espejo decorativo,$74.95,3,13/03/2024,Decoración
874,Jarrón decorativo,$80.88,12,13/03/2024,Decoración
1173,Microondas,$71.13,12,13/03/2024,Electrodomésticos
1260,Plancha de vapor,$122.04,1,13/03/2024,Electrodomésticos
1295,Lavadora,$53.77,7,13/03/2024,Electrodomésticos
1620,Plancha de vapor,$76.32,5,13/03/2024,Electrodomésticos
1892,Heladera,$58.45,1,13/03/2024,Electrodomésticos
1916,Secadora,$110.04,11,13/03/2024,Electrodomésticos
2393,Smartphone,$113.88,9,13/03/2024,Electrónica
2437,Cámara digital,$80.06,3,13/03/2024,Electrónica
2688,SmartWatch,$119.73,12,13/03/2024,Electrónica
2858,SmartWatch,$89.27,6,13/03/2024,Electrónica
820,Adorno de pared,$36.55,3,14/03/2024,Decoración
1303,Microondas,$40.90,9,14/03/2024,Electrodomésticos
1657,Horno eléctrico,$109.73,9,14/03/2024,Electrodomésticos
1772,Heladera,$56.94,2,14/03/2024,Electrodomésticos
1978,Cafetera,$104.66,11,14/03/2024,Electrodomésticos
2052,Televisor,$66.57,5,14/03/2024,Electrónica
2347,Cámara digital,$112.14,3,14/03/2024,Electrónica
2493,Smartphone,$124.82,5,14/03/2024,Electrónica
2748,SmartWatch,$53.93,7,14/03/2024,Electrónica
2882,Televisor,$56.81,9,14/03/2024,Electrónica
2981,Parlantes Bluetooth,$80.25,10,14/03/2024,Electrónica
517,Elementos de cerámica,$94.94,12,15/03/2024,Decoración
624,Jarrón decorativo,$51.39,10,15/03/2024,Decoración
772,Cuadro decorativo,$78.76,10,15/03/2024,Decoración
957,Elementos de cerámica,$75.27,4,15/03/2024,Decoración
1953,Microondas,$119.61,2,15/03/2024,Electrodomésticos
2082,Televisor,$55.66,3,15/03/2024,Electrónica
2170,Consola de videojuegos,$122.40,1,15/03/2024,Electrónica
2554,Auriculares,$100.07,11,15/03/2024,Electrónica
2647,Cámara digital,$90.34,1,15/03/2024,Electrónica
2835,Auriculares,$42.50,7,15/03/2024,Electrónica
2950,Consola de videojuegos,$29.14,10,15/03/2024,Electrónica
613,Espejo decorativo,$78.46,7,16/03/2024,Decoración
836,Cortinas,$115.79,1,16/03/2024,Decoración
919,Lámpara de mesa,$51.50,1,16/03/2024,Decoración
1099,Batidora,$39.73,11,16/03/2024,Electrodomésticos
1670,Plancha de vapor,$101.57,7,16/03/2024,Electrodomésticos
1995,Lavadora,$31.36,7,16/03/2024,Electrodomésticos
2018,SmartWatch,$99.78,1,16/03/2024,Electrónica
2030,Consola de videojuegos,$108.00,9,16/03/2024,Electrónica
2613,Smartphone,$105.63,6,16/03/2024,Electrónica
2749,Proyector,$120.50,4,16/03/2024,Electrónica
2809,Proyector,$89.06,1,16/03/2024,Electrónica
262,Cuadro decorativo,$70.89,11,17/03/2024,Decoración
449,Lámpara de mesa,$29.32,3,17/03/2024,Decoración
914,Jarrón decorativo,$98.11,2,17/03/2024,Decoración
1067,Horno eléctrico,$116.21,8,17/03/2024,Electrodomésticos
1164,Aspiradora,$102.32,2,17/03/2024,Electrodomésticos
1209,Batidora,$111.44,3,17/03/2024,Electrodomésticos
1545,Lavadora,$33.31,10,17/03/2024,Electrodomésticos
2444,Auriculares,$70.16,11,17/03/2024,Electrónica
2577,Cámara digital,$45.12,6,17/03/2024,Electrónica
2677,Cámara digital,$92.00,10,17/03/2024,Electrónica
188,Rincón de plantas,$101.62,9,18/03/2024,Decoración
407,Elementos de cerámica,$97.51,5,18/03/2024,Decoración
505,Alfombra,$96.21,11,18/03/2024,Decoración
872,Cuadro decorativo,$55.89,10,18/03/2024,Decoración
926,Cortinas,$63.98,11,18/03/2024,Decoración
1384,Aspiradora,$80.38,9,18/03/2024,Electrodomésticos
2035,Auriculares,$78.28,6,18/03/2024,Electrónica
2454,Auriculares,$101.08,10,18/03/2024,Electrónica
2496,Laptop,$40.16,3,18/03/2024,Electrónica
2763,Smartphone,$107.84,11,18/03/2024,Electrónica
314,Jarrón decorativo,$109.29,10,19/03/2024,Decoración
731,Lámpara de mesa,$40.05,2,19/03/2024,Decoración
961,Lámpara de mesa,$103.06,9,19/03/2024,Decoración
1073,Microondas,$72.86,10,19/03/2024,Electrodomésticos
1917,Horno eléctrico,$82.36,2,19/03/2024,Electrodomésticos
2037,Cámara digital,$68.66,12,19/03/2024,Electrónica
2047,Cámara digital,$85.45,3,19/03/2024,Electrónica
2157,Cámara digital,$65.62,8,19/03/2024,Electrónica
197,Elementos de cerámica,$89.17,4,20/03/2024,Decoración
206,Cortinas,$73.65,2,20/03/2024,Decoración
234,Jarrón decorativo,$112.40,9,20/03/2024,Decoración
746,Cortinas,$64.93,10,20/03/2024,Decoración
855,Alfombra,$48.79,11,20/03/2024,Decoración
950,Adorno de pared,$116.42,6,20/03/2024,Decoración
1581,Freidora eléctrica,$88.59,8,20/03/2024,Electrodomésticos
2001,Freidora eléctrica,$43.14,12,20/03/2024,Electrodomésticos
2112,Televisor,$34.89,12,20/03/2024,Electrónica
2530,Consola de videojuegos,$54.04,8,20/03/2024,Electrónica
195,Alfombra,$115.12,12,21/03/2024,Decoración
780,Adorno de pared,$79.13,7,21/03/2024,Decoración
1290,Plancha de vapor,$76.04,5,21/03/2024,Electrodomésticos
1537,Horno eléctrico,$103.51,7,21/03/2024,Electrodomésticos
1677,Horno eléctrico,$116.79,12,21/03/2024,Electrodomésticos
1831,Freidora eléctrica,$87.85,4,21/03/2024,Electrodomésticos
2200,Consola de videojuegos,$44.36,10,21/03/2024,Electrónica
2650,Consola de videojuegos,$50.77,10,21/03/2024,Electrónica
2691,Parlantes Bluetooth,$32.86,11,21/03/2024,Electrónica
2701,Parlantes Bluetooth,$88.65,9,21/03/2024,Electrónica
2946,Laptop,$27.65,11,21/03/2024,Electrónica
65,Alfombra,$63.14,2,22/03/2024,Decoración
270,Adorno de pared,$96.59,6,22/03/2024,Decoración
645,Alfombra,$36.17,1,22/03/2024,Decoración
1222,Heladera,$103.34,8,22/03/2024,Electrodomésticos
1921,Freidora eléctrica,$124.00,5,22/03/2024,Electrodomésticos
2059,Proyector,$116.66,12,22/03/2024,Electrónica
2100,Consola de videojuegos,$94.73,1,22/03/2024,Electrónica
2162,Televisor,$40.83,3,22/03/2024,Electrónica
2634,Auriculares,$124.63,10,22/03/2024,Electrónica
2813,Smartphone,$114.94,11,22/03/2024,Electrónica
1607,Horno eléctrico,$53.09,3,23/03/2024,Electrodomésticos
1690,Plancha de vapor,$68.28,9,23/03/2024,Electrodomésticos
2456,Laptop,$68.84,11,23/03/2024,Electrónica
210,Adorno de pared,$71.67,4,24/03/2024,Decoración
708,Rincón de plantas,$63.10,11,24/03/2024,Decoración
1502,Heladera,$112.52,4,24/03/2024,Electrodomésticos
1562,Heladera,$31.42,1,24/03/2024,Electrodomésticos
1904,Aspiradora,$102.92,5,24/03/2024,Electrodomésticos
2003,Smartphone,$118.80,2,24/03/2024,Electrónica
2399,Proyector,$96.70,3,24/03/2024,Electrónica
2420,Consola de videojuegos,$72.78,9,24/03/2024,Electrónica
2462,Televisor,$46.04,3,24/03/2024,Electrónica
2480,Consola de videojuegos,$96.21,11,24/03/2024,Electrónica
339,Lámpara de mesa,$42.60,1,25/03/2024,Decoración
595,Alfombra,$83.25,1,25/03/2024,Decoración
629,Lámpara de mesa,$40.30,2,25/03/2024,Decoración
652,Cuadro decorativo,$100.52,9,25/03/2024,Decoración
1093,Microondas,$71.38,1,25/03/2024,Electrodomésticos
1918,Cafetera,$39.33,10,25/03/2024,Electrodomésticos
2306,Laptop,$80.84,9,25/03/2024,Electrónica
2542,Televisor,$67.37,4,25/03/2024,Electrónica
594,Jarrón decorativo,$115.95,1,26/03/2024,Decoración
649,Lámpara de mesa,$83.61,1,26/03/2024,Decoración
1183,Microondas,$49.65,5,26/03/2024,Electrodomésticos
1648,Cafetera,$63.49,7,26/03/2024,Electrodomésticos
1705,Lavadora,$81.34,4,26/03/2024,Electrodomésticos
1874,Aspiradora,$78.77,1,26/03/2024,Electrodomésticos
2912,Televisor,$42.72,1,26/03/2024,Electrónica
132,Cuadro decorativo,$56.45,12,27/03/2024,Decoración
549,Lámpara de mesa,$116.13,8,27/03/2024,Decoración
598,Rincón de plantas,$82.59,8,27/03/2024,Decoración
939,Lámpara de mesa,$46.83,3,27/03/2024,Decoración
1251,Freidora eléctrica,$113.11,12,27/03/2024,Electrodomésticos
1785,Lavadora,$44.12,10,27/03/2024,Electrodomésticos
558,Rincón de plantas,$93.66,10,28/03/2024,Decoración
730,Adorno de pared,$103.90,8,28/03/2024,Decoración
1121,Freidora eléctrica,$90.31,6,28/03/2024,Electrodomésticos
1433,Microondas,$63.01,8,28/03/2024,Electrodomésticos
1565,Lavadora,$37.25,11,28/03/2024,Electrodomésticos
1873,Microondas,$32.18,7,28/03/2024,Electrodomésticos
2830,Consola de videojuegos,$123.72,3,28/03/2024,Electrónica
2272,Televisor,$55.97,7,29/03/2024,Electrónica
2585,Auriculares,$47.12,12,29/03/2024,Electrónica
2838,SmartWatch,$115.30,3,29/03/2024,Electrónica
2856,Laptop,$122.13,11,29/03/2024,Electrónica
749,Lámpara de mesa,$44.88,1,30/03/2024,Decoración
1800,Plancha de vapor,$33.15,2,30/03/2024,Electrodomésticos
1821,Freidora eléctrica,$44.33,10,30/03/2024,Electrodomésticos
2034,Auriculares,$120.46,8,30/03/2024,Electrónica
2044,Tablet,$35.84,11,30/03/2024,Electrónica
2286,Laptop,$71.74,8,30/03/2024,Electrónica
2683,Smartphone,$111.41,7,30/03/2024,Electrónica
2984,Tablet,$75.89,11,30/03/2024,Electrónica
46,Cortinas,$98.15,7,31/03/2024,Decoración
221,Lámpara de mesa,$41.81,9,31/03/2024,Decoración
251,Lámpara de mesa,$33.37,3,31/03/2024,Decoración
654,Jarrón decorativo,$53.53,7,31/03/2024,Decoración
904,Jarrón decorativo,$40.48,11,31/03/2024,Decoración
1201,Freidora eléctrica,$95.13,8,31/03/2024,Electrodomésticos
1261,Freidora eléctrica,$84.29,10,31/03/2024,Electrodomésticos
1633,Microondas,$112.89,1,31/03/2024,Electrodomésticos
1948,Cafetera,$116.78,6,31/03/2024,Electrodomésticos
2062,Televisor,$101.98,7,31/03/2024,Electrónica
2731,Parlantes Bluetooth,$77.95,6,31/03/2024,Electrónica
390,Adorno de pared,$87.52,8,01/04/2024,Decoración
522,Cuadro decorativo,$27.99,5,01/04/2024,Decoración
1322,Heladera,$58.58,4,01/04/2024,Electrodomésticos
2310,Consola de videojuegos,$102.41,5,01/04/2024,Electrónica
2383,Smartphone,$103.69,1,01/04/2024,Electrónica
2865,Auriculares,$89.29,2,01/04/2024,Electrónica
45,Alfombra,$72.91,1,02/04/2024,Decoración
893,Espejo decorativo,$34.64,12,02/04/2024,Decoración
1008,Cafetera,$42.40,10,02/04/2024,Electrodomésticos
1148,Cafetera,$110.21,4,02/04/2024,Electrodomésticos
1457,Horno eléctrico,$27.61,6,02/04/2024,Electrodomésticos
1588,Cafetera,$58.68,4,02/04/2024,Electrodomésticos
1866,Secadora,$39.42,9,02/04/2024,Electrodomésticos
1889,Batidora,$121.14,3,02/04/2024,Electrodomésticos
1983,Microondas,$96.24,4,02/04/2024,Electrodomésticos
226,Cortinas,$27.05,3,03/04/2024,Decoración
351,Lámpara de mesa,$98.22,4,03/04/2024,Decoración
479,Lámpara de mesa,$35.26,9,03/04/2024,Decoración
570,Adorno de pared,$64.18,7,03/04/2024,Decoración
643,Espejo decorativo,$43.51,1,03/04/2024,Decoración
679,Lámpara de mesa,$39.86,6,03/04/2024,Decoración
1188,Cafetera,$91.58,11,03/04/2024,Electrodomésticos
1480,Plancha de vapor,$99.08,11,03/04/2024,Electrodomésticos
1611,Freidora eléctrica,$82.46,4,03/04/2024,Electrodomésticos
1627,Horno eléctrico,$40.58,5,03/04/2024,Electrodomésticos
2028,SmartWatch,$38.84,7,03/04/2024,Electrónica
2281,Parlantes Bluetooth,$70.68,5,03/04/2024,Electrónica
2532,Televisor,$81.42,9,03/04/2024,Electrónica
172,Cuadro decorativo,$87.93,11,04/04/2024,Decoración
237,Elementos de cerámica,$61.12,9,04/04/2024,Decoración
340,Adorno de pared,$49.30,2,04/04/2024,Decoración
400,Adorno de pared,$33.10,1,04/04/2024,Decoración
841,Lámpara de mesa,$86.82,10,04/04/2024,Decoración
1287,Horno eléctrico,$116.05,11,04/04/2024,Electrodomésticos
1366,Secadora,$31.56,11,04/04/2024,Electrodomésticos
1878,Cafetera,$68.97,8,04/04/2024,Electrodomésticos
2124,Tablet,$74.39,7,04/04/2024,Electrónica
56,Cortinas,$66.24,5,05/04/2024,Decoración
421,Lámpara de mesa,$114.83,9,05/04/2024,Decoración
424,Jarrón decorativo,$87.94,2,05/04/2024,Decoración
1868,Cafetera,$62.23,1,05/04/2024,Electrodomésticos
2545,Auriculares,$32.81,11,05/04/2024,Electrónica
2778,SmartWatch,$70.66,7,05/04/2024,Electrónica
56,Cortinas,$66.24,5,05/04/2024,Decoración
421,Lámpara de mesa,$114.83,9,05/04/2024,Decoración
424,Jarrón decorativo,$87.94,2,05/04/2024,Decoración
1868,Cafetera,$62.23,1,05/04/2024,Electrodomésticos
2545,Auriculares,$32.81,11,05/04/2024,Electrónica
2778,SmartWatch,$70.66,7,05/04/2024,Electrónica
145,Alfombra,$41.72,8,06/04/2024,Decoración
300,Adorno de pared,$67.75,9,06/04/2024,Decoración
439,Lámpara de mesa,$35.43,2,06/04/2024,Decoración
906,Cortinas,$84.04,3,06/04/2024,Decoración
959,Lámpara de mesa,$76.32,7,06/04/2024,Decoración
1376,Secadora,$69.58,7,06/04/2024,Electrodomésticos
1776,Secadora,$33.55,3,06/04/2024,Electrodomésticos
1784,Aspiradora,$115.24,3,06/04/2024,Electrodomésticos
1974,Aspiradora,$87.32,7,06/04/2024,Electrodomésticos
2080,Consola de videojuegos,$100.69,7,06/04/2024,Electrónica
2108,SmartWatch,$79.37,10,06/04/2024,Electrónica
2169,Proyector,$120.34,1,06/04/2024,Electrónica
145,Alfombra,$41.72,8,06/04/2024,Decoración
300,Adorno de pared,$67.75,9,06/04/2024,Decoración
439,Lámpara de mesa,$35.43,2,06/04/2024,Decoración
906,Cortinas,$84.04,3,06/04/2024,Decoración
959,Lámpara de mesa,$76.32,7,06/04/2024,Decoración
1376,Secadora,$69.58,7,06/04/2024,Electrodomésticos
1776,Secadora,$33.55,3,06/04/2024,Electrodomésticos
1784,Aspiradora,$115.24,3,06/04/2024,Electrodomésticos
1974,Aspiradora,$87.32,7,06/04/2024,Electrodomésticos
2080,Consola de videojuegos,$100.69,7,06/04/2024,Electrónica
2108,SmartWatch,$79.37,10,06/04/2024,Electrónica
2169,Proyector,$120.34,1,06/04/2024,Electrónica
213,Espejo decorativo,$40.76,8,07/04/2024,Decoración
345,Alfombra,$56.78,9,07/04/2024,Decoración
398,Rincón de plantas,$77.30,7,07/04/2024,Decoración
509,Lámpara de mesa,$72.50,1,07/04/2024,Decoración
821,Lámpara de mesa,$71.17,10,07/04/2024,Decoración
1642,Heladera,$88.78,2,07/04/2024,Electrodomésticos
1956,Secadora,$42.59,12,07/04/2024,Electrodomésticos
2085,Auriculares,$122.56,6,07/04/2024,Electrónica
2096,Laptop,$83.25,6,07/04/2024,Electrónica
2356,Laptop,$30.16,6,07/04/2024,Electrónica
2373,Smartphone,$123.60,12,07/04/2024,Electrónica
213,Espejo decorativo,$40.76,8,07/04/2024,Decoración
345,Alfombra,$56.78,9,07/04/2024,Decoración
398,Rincón de plantas,$77.30,7,07/04/2024,Decoración
509,Lámpara de mesa,$72.50,1,07/04/2024,Decoración
821,Lámpara de mesa,$71.17,10,07/04/2024,Decoración
1642,Heladera,$88.78,2,07/04/2024,Electrodomésticos
1956,Secadora,$42.59,12,07/04/2024,Electrodomésticos
2085,Auriculares,$122.56,6,07/04/2024,Electrónica
2096,Laptop,$83.25,6,07/04/2024,Electrónica
2356,Laptop,$30.16,6,07/04/2024,Electrónica
2373,Smartphone,$123.60,12,07/04/2024,Electrónica
204,Jarrón decorativo,$94.75,1,08/04/2024,Decoración
1381,Freidora eléctrica,$38.12,2,08/04/2024,Electrodomésticos
2365,Auriculares,$92.91,11,08/04/2024,Electrónica
2486,Laptop,$124.95,11,08/04/2024,Electrónica
2506,Laptop,$34.74,1,08/04/2024,Electrónica
2705,Auriculares,$87.29,2,08/04/2024,Electrónica
204,Jarrón decorativo,$94.75,1,08/04/2024,Decoración
1381,Freidora eléctrica,$38.12,2,08/04/2024,Electrodomésticos
2365,Auriculares,$92.91,11,08/04/2024,Electrónica
2486,Laptop,$124.95,11,08/04/2024,Electrónica
2506,Laptop,$34.74,1,08/04/2024,Electrónica
2705,Auriculares,$87.29,2,08/04/2024,Electrónica
1225,Lavadora,$87.65,2,09/04/2024,Electrodomésticos
1344,Aspiradora,$34.10,3,09/04/2024,Electrodomésticos
1361,Freidora eléctrica,$103.64,10,09/04/2024,Electrodomésticos
1979,Batidora,$88.23,11,09/04/2024,Electrodomésticos
2852,Televisor,$34.23,4,09/04/2024,Electrónica
48,Rincón de plantas,$102.85,3,10/04/2024,Decoración
141,Lámpara de mesa,$96.45,1,10/04/2024,Decoración
426,Cortinas,$119.55,7,10/04/2024,Decoración
556,Cortinas,$42.74,12,10/04/2024,Decoración
600,Adorno de pared,$66.00,4,10/04/2024,Decoración
797,Elementos de cerámica,$52.97,2,10/04/2024,Decoración
1315,Lavadora,$49.69,12,10/04/2024,Electrodomésticos
1356,Secadora,$124.09,4,10/04/2024,Electrodomésticos
1435,Lavadora,$37.20,10,10/04/2024,Electrodomésticos
1618,Cafetera,$31.94,11,10/04/2024,Electrodomésticos
1630,Plancha de vapor,$76.06,9,10/04/2024,Electrodomésticos
1871,Freidora eléctrica,$88.90,6,10/04/2024,Electrodomésticos
1919,Batidora,$38.51,9,10/04/2024,Electrodomésticos
2661,Parlantes Bluetooth,$79.11,3,10/04/2024,Electrónica
2785,Auriculares,$122.80,3,10/04/2024,Electrónica
